id,name_de,synonyms_de,name_fr,synonyms_fr,name_it,synonyms_it,name_en,synonyms_en,category_de,category_fr,category_it,category_en,kcal,fat,protein
906,"Kuchenteig (mit pflanzlichem Fett), ungebacken",Wähenteig,"Pâte à gateau (avec graisse végétale), crue",,"Pasta per torta (con grasso vegetale), cruda",,"Cake dough (with vegetable fat), raw",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige","Produits céréaliers, légumineuses et pommes de terre/Pâtes","Prodotti a base di cereali, legumi e patate/Paste","Cereal products, pulses and potatoes/Dough",325,15.5,6.8
1662,"Kürbis-Piccata, zubereitet",,"Piccata de courges, préparée",,"Piccata di zucca, preparata",,"Pumpkin piccata, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,165,12,4.7
276,Kürbiskerne,,Graine de courge,,Semi di zucca,,Pumpkin seeds,,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",603,49.1,32.6
1656,"Kürbisscheiben, paniert, zubereitet",,"Tranches de courge, panées, préparées",,"Fette di zucca, impanate, preparate",,"Squash slices, breaded, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,140,5.8,4.4
193,"Lachs, geräuchert",,Saumon fumé,,"Salmone, affumicato",,"Salmon, smoked",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,167,8.2,23.2
210,"Lachs, wild, roh",,"Saumon sauvage, cru",,"Salmone selvatico, crudo",,"Salmon, wild, raw",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,182,11.5,19.7
13354,"Lachs, Zucht, Filet, gedämpft (ohne Zusatz von Fett und Salz)",,"Saumon, élevage, filet, à la vapeur (sans adjonction de graisse ni de sel)",,"Salmone d'allevamento, filetto, al vapore (senza aggiunta di grassi o sale)",,"Salmon, cultured, filet, steamed (without addition of fat and salt)",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,251,16.8,24.9
194,"Lachs, Zucht, roh",,"Saumon d'élevage, cru",,"Salmone d'allevamento, crudo",,"Salmon, cultured, raw",,Fisch/Meeresfische,Poisson/Poissons de mer,Pesce/Pesci di mare,Fish/Sea fish,200,13.4,19.9
13273,"Lamm, Filet, medium"" gebraten (ohne Zusatz von Fett und Salz)""",,"Agneau, filet, grillé à point"" (sans adjonction de graisse ni de sel)""",,"Agnello, filetto, alla griglia cottura media (senza aggiunta di grassi o sale)",,"lamb (sheep), filet, pan fried medium"" (without addition of fat and salt)""",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",149,4.5,27.2
675,"Lamm, Filet, roh",,"Agneau, filet, cru",,"Agnello, filetto, crudo",,"Lamb (sheep), filet, raw",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",112,3.4,20.4
13304,"Lamm, Gigot, gebraten (ohne Zusatz von Fett und Salz)",,"Agneau, gigot, rôti (sans adjonction de graisse ni de sel)",,"Agnello, cosciott, arrosto (senza aggiunta di grassi o sale)",,"Lamb, leg, roast (without addition of fat and salt)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",230,12.2,30.1
4,"Lamm, Gigot, roh (Schweiz, Neuseeland)",Keule,"Agneau, gigot, cru (Suisse, Nouvelle-Zélande)",,"Agnello, cosciotto (Svizzera, Nuova Zelanda), crudo ",,"Lamb (sheep), leg, raw (Switzerland, New Zealand)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",155,8.2,20.2
5,"Lamm, Kotelett, roh (Schweiz)",,"Agneau, côtelette, crue (Suisse)",,"Agnello, costoletta, cruda",,"Lamb (sheep), cutlet, raw (Switzerland)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",179,10.9,20.2
17,"Lamm, Nierstück, roh (Australien, Neuseeland)",,"Agneau, filet, cru (Australie, Nouvelle-Zélande)",Coquille,"Agnello, lombata, cruda (Australia, Nuova Zelanda)",,"Lamb (sheep), filet, raw (Australia, New Zealand)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",117,3.3,21.8
18,"Lamm, Racks, roh (Australien, Neuseeland)",,"Agneau, rack, crue (Australie, Nouvelle-Zélande)",,"Agnello, carré, crudo (Australia, Nuova Zelanda)",,"Lamb (sheep), racks, raw (Australia, New Zealand)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",156,8.3,20.3
19,"Lamm, Voressen, roh (Schweiz)",Ragout,"Agneau, ragoût, cru (Suisse)",,"Agnello, spezzatino, crudo (Svizzera)",,"Lamb, ragout, raw (Switzerland)",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",154,8.4,19.6
1110,"Lamm/Schaf (Durchschnitt exkl. Innereien, Kotelett), roh",,"Agneau/mouton (moyenne sans abats ni côtelette), cru",,"Agnello (in media, senza interiora e cotoletta), cruda ",,"Lamb (average excluding offal, chop), raw",,"Fleisch und Innereien/Lamm, Schaf","Viande et abats/Agneau, mouton","Carne e frattaglie/Agnello, pecora","Meat and offal/Lamb, mutton",134,5.8,20.5
1673,"Lammragout mit Sauce, zubereitet",Voressen,"Ragoût d'agneau avec sauce, préparé",,"Ragù d'agnello con salsa, preparato",,"Lamb ragout with sauce, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,123,7,11.7
1090,Landjäger,,Gendarme,,Landjäger (salamino affumicato),,Landjäger sausage,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,491,42.7,26.6
1184,"Latte macchiato, ungezuckert",,"Latte macchiato, non sucré",,"Latte macchiato, non zuccherato",,"Latte macchiato, no sugar added",,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,Lait et produits laitiers/Boissons lactées et yogourts à boire;Boissons sans alcool/Café,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,Milk and dairy products/Milk and yoghurt beverages;Non-alcoholic beverages/Coffee,47,2.8,2.3
441,"Lattich, roh",,"Laitue, crue",,"Lattuga romana, cruda",,Romaine lettuce (cos lettuce),,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,16,0.3,1.2
1015,"Lauch, gedünstet (ohne Zugabe von Fett und Salz)",,"Poireau, à l'étuvée (sans adjonction de graisse ni de sel)",,"Porro, stufato (senza aggiunta di sale)",,"Leek, stewed (without addition of fat and salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),33,0.3,1.8
358,"Lauch, roh",,"Poireau, cru",Poreau,"Porro, crudo",,"Leek, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,30,0.3,1.6
832,Laugenbrötli,Silserli,Petit pain de Sils,,Panino di Sils,,Lye roll,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",277,4.8,8.8
947,"Laugengebäck trocken (Bretzel, Sticks)",,"Bretzel, sticks salés, secs",,"Salatini tipo sils, secchi (bretzel, sticks)",,Pretzel sticks (dry lye pretzel),,Salzige Snacks/Salzsticks und Bretzel,Snacks salés/Sticks salés et bretzels,Snack salati/Bastonicini salati e brezel,Savoury snacks/Salt sticks and pretzels,360,4,8.6
835,Laugengipfeli,Silsergipfeli,Croissant de Sils,,Cornetto di Sils,Croissant,"Croissant, pretzel",,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren","Pains, flocons et céréales pour le petit-déjeuner/Pains et produits de boulangerie","Pane, fiocchi e cereali per la prima colazione/Pane e prodotti di panetteria","Bread, flakes and breakfast cereals/Bread and bread products",419,25,8.7
10377,"Leber (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh",,"Foie (moyenne de veau, boeuf, porc, poulet), cru",,"Fegato (media di vitello, manzo, maiale, pollo), crudo",,"Liver (average of beef, veal, pork, poultry), raw",,Fleisch und Innereien/Geflügel;Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein,Viande et abats/Volaille;Viande et abats/Veau;Viande et abats/Bœuf;Viande et abats/Porc,Carne e frattaglie/Pollame;Carne e frattaglie/Vitello;Carne e frattaglie/Manzo;Carne e frattaglie/Maiale,Meat and offal/Poultry;Meat and offal/Veal;Meat and offal/Beef;Meat and offal/Pork,226,15.9,17.8
13320,"Leber (Durchschnitt aus Rind, Kalb, Schwein, Geglügel), gebraten (ohne Zusatz von Fett und Salz)",,"Foie (moyenne de boeuf, veau, porc, volaille), grillé (sans adjonction de graisse ni de sel)",,"Fegato (media di vitello, manzo, maiale,pollo), alla griglia (senza aggiunta di grassi o sale)",,"Liver (average of beef, veal, pork, poultry), pan fried (without addition of fat and salt)",,Fleisch und Innereien,Viande et abats,Carne e frattaglie,Meat and offal,275,19.4,21.7
776,Leberwurst,,Boudin blanc,Saucisse grise,Salsiccia di fegato,,Liver sausage,,Fleisch- und Wurstwaren/Kochwurstware,Produits carnés et charcuterie/Produits de charcuterie cuits,Prodotti carnei e insaccati/Insaccati cotti,Sausages and cold meats/Cooked sausage products,292,22.9,20.8
880,Lebkuchen,,Pain d'épice,,Panpepato,,Lebkuchen,,Süssigkeiten/Sonstige süsse Backwaren,Sucreries/Autres articles de pâtisserie,Dolciumi/Altre pasticcerie dolci,Sweets/Other sweet pastries,405,13.8,6.5
993,Lebkuchen mit Schokoladeüberzug,,"Pain d'épice, enrobé de chocolat",,Panpepato ricoperto di cioccolato,,"Lebkuchen, chocolate covered",,Süssigkeiten/Sonstige süsse Backwaren,Sucreries/Autres articles de pâtisserie,Dolciumi/Altre pasticcerie dolci,Sweets/Other sweet pastries,445,19,6.5
277,Leinsamen,,Graine de lin,,Semi di lino,,Linseed,,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",472,33.6,17.9
10534,Lemon Curd,Zitronencrème,Lemon Curd,Crème de citron,Lemon Curd,Crema di limone,Lemon Curd,,Süssigkeiten/Cremen und Pudding,Sucreries/Crèmes et pouding,Dolciumi/Creme e budini,Sweets/Creams and puddings,320,16.2,6
531,Limburger (Münster),,Limburger/Münster,,Formaggio Limburger/Münster,,Limburger (Münster) cheese,,Milch und Milchprodukte/Hartkäse,Lait et produits laitiers/Fromage à pâte dure,Latte e prodotti di latte/Formaggio a pasta dura,Milk and dairy products/Hard cheese,275,21.4,20.4
595,"Limonade, mit Aroma, gezuckert",,"Limonade, avec arômes, sucrée",,"Limonata con aromi, zuccherata",Gassosa;Spuma,"Soft drink, with flavor, sweetened",,Alkoholfreie Getränke/Süssgetränke,Boissons sans alcool/Boissons sucrées,Bevande analcoliche/Bevande zuccherate,Non-alcoholic beverages/Soft drinks,38,0,0
1060,"Linse, ganz, gekocht (ohne Zugabe von Fett und Salz)",,"Lentille, entière, cuite (sans adjonction de graisse ni de sel)",,"Lenticchie, intere, cotte (senza aggiunta di grassi e sale)",,"Lentil, whole, cooked (without addition of fat and salt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",121,0.4,8.8
370,"Linse, ganz, getrocknet",,"Lentille, entière, sèche",,"Lenticchie, intere, secche",,"Lentil, whole, dried",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",324,1.5,24.4
13386,"Linse, geschält, gekocht (ohne Zugabe von Fett und Salz)",,"Lentille, décortiquée, cuite (sans adjonction de graisse ni de sel)",,"Lenticchie, decorticate, cotte (senza aggiunta di grassi e sale)",,"Lentil, split, cooked (without addition of fat and salt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",139,0.6,11.3
13385,"Linse, geschält, getrocknet",,"Lentille, décortiquée, sèche",,"Lenticchia, decorticata, secca",,"Lentil, split, dried",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Hülsenfrüchte","Produits céréaliers, légumineuses et pommes de terre/Légumineuses","Prodotti a base di cereali, legumi e patate/Legumi","Cereal products, pulses and potatoes/Pulses",334,1.5,27
900,Linzertorte,,Tourte de Linz,,Torta di Linz,,Linzertorte (Pastry base covered with raspberry sweetmeat),,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,425,23.6,7.5
852,Löffelbiscuit,,Pélerines,Biscuits à la cuillère,Biscotti savoiardi,,Ladyfinger cookie,,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,414,8.3,12.2
786,Luganighe,,Luganiga,,Luganiga ,Luganighetta,Luganighe,,Fleisch- und Wurstwaren/Rohwurstware,Produits carnés et charcuterie/Produits de charcuterie crus,Prodotti carnei e insaccati/Insaccati crudi,Sausages and cold meats/Raw sausage products,459,43,17.1
1083,Lyoner,,Saucisse de Lyon,,Salsiccia di Lione,,Lyoner sausage,Bologna sausage,Fleisch- und Wurstwaren/Brühwurstware,Produits carnés et charcuterie/Produits de charcuterie bouillis,Prodotti carnei e insaccati/Salsicce scottate,Sausages and cold meats/Boilded sausage products,244,21.8,11.5
878,Madeleine,,Madeleines,,Dolcetti (Maddalena),,Madeleine biscuit,,Süssigkeiten/Sonstige süsse Backwaren,Sucreries/Autres articles de pâtisserie,Dolciumi/Altre pasticcerie dolci,Sweets/Other sweet pastries,346,11.6,7.5
64,"Magermilch, UHT",,"Lait écrémé, UHT",,"Latte scremato, UHT",,"Cow milk, skimmed, UHT",,Milch und Milchprodukte/Milch,Lait et produits laitiers/Lait,Latte e prodotti di latte/Latte,Milk and dairy products/Milk,33,0.1,3.4
578,Magermilchpulver,,Lait écrémé en poudre,,"Latte scremato, in polvere",,Skimmed milk powder,,Milch und Milchprodukte/Milch,Lait et produits laitiers/Lait,Latte e prodotti di latte/Latte,Milk and dairy products/Milk,356,0.9,35.5
879,Mailänderli,,Milanais,,Milanesini,,"Milanese cookie, butter, sweet",,Süssigkeiten/Guetzli,Sucreries/Biscuits,Dolciumi/Biscotti,Sweets/Cookies/Biscuits,431,20.8,7.1
932,Mais-Chips (Apérogebäck),,Chips de maïs,,Chips di mais ,,"Tortilla chips, corn-based",,Salzige Snacks/Chips,Snacks salés/Chips,Snack salati/Patatine,Savoury snacks/Chips/Crisps,509,27.2,7.8
1032,"Mais, gedämpft (ohne Zugabe von Salz)",Zuckermais;Gemüsemais,"Maïs doux, à la vapeur (sans adjonction de sel)",,"Mais dolce, stufato (senza aggiunta di sale)",Granturco,"Sweet corn, steamed",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),105,1.4,3.8
432,"Mais, roh",Zuckermais;Gemüsemais,"Maïs doux, cru",Mais sucré,"Mais dolce, crudo",Granturco,"Sweet corn, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,92,1.2,3.3
1619,"Maisgriess, gekocht",Polenta,"Semoule de maïs, cuite",Polenta,"Semolino di mais, cotta",Polenta,"Corn semolina, cooked",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais","Produits céréaliers, légumineuses et pommes de terre/Maïs","Prodotti a base di cereali, legumi e patate/Mais","Cereal products, pulses and potatoes/Corn",79,0.2,2
425,"Maisgriess, trocken",Polenta,"Semoule de maïs (polenta), sèche",,"Semolino di mais, secco",Semolino di granturco;Polenta,"Corn semolina, dried",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais","Produits céréaliers, légumineuses et pommes de terre/Maïs","Prodotti a base di cereali, legumi e patate/Mais","Cereal products, pulses and potatoes/Corn",350,1.1,8.8
412,Maiskeimöl,,Huile de maïs,,Olio di semi di mais,,Corn germ oil,,Fette und Öle/Öle,Graisses et huiles/Huiles,Grassi e oli/Oli,Fats and oils/Oils,809,89.9,0
633,"Maiskölbchen, in Essig eingelegt",,Maïs doux en épis au vinaigre,,"Pannocchiette di mais, sott'aceto",Granturco,"Sweet corn cob, pickled",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),119,1.4,3.4
426,Maisstärke,,Fécule de maïs,Amidon de maîs,Fecola di mais,Amido,Maize starch,,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke;Verschiedenes/Gelier- und Bindemittel","Produits céréaliers, légumineuses et pommes de terre/Farines et amidon;Divers/Gélifiants et liants","Prodotti a base di cereali, legumi e patate/Farine e amidi;Diversi/Gelificanti e leganti","Cereal products, pulses and potatoes/Flour and starch;Various/Gelling and binding agents",354,0,0.3
397,"Mandarine, roh",,"Mandarine, crue",,"Mandarino, crudo",,"Mandarin, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,47,0.2,0.7
273,Mandel,,Amande,,Mandorle,,Almond,,"Nüsse, Samen und Ölfrüchte","Noix, graines et produits oléagineux","Noci, semi e frutti oleosi","Nuts, seeds and oleaginous fruit",576,49.9,21.2
269,"Mandel, geröstet, gesalzen",,"Amande, grillée, salée",,"Mandorle, tostate e salate",,"Almond, roasted, salted",,"Salzige Snacks/Gesalzene Nüsse, Samen, Kerne",Snacks salés/Noix et graines salées,Snack salati/Noci e semi salati,"Savoury snacks/Salted nuts, seeds and kernels",631,55.2,21.2
278,"Mandel, ohne Fett geröstet, gesalzen",,"Amande, grillée sans graisse, salée",,"Mandorle, tostate senza grasso e salate",,"Almond, dry roasted, salted",,"Salzige Snacks/Gesalzene Nüsse, Samen, Kerne",Snacks salés/Noix et graines salées,Snack salati/Noci e semi salati,"Savoury snacks/Salted nuts, seeds and kernels",620,52.1,22.1
396,"Mango, roh",,"Mangue, crue",,"Mango, crudo",,"Mango, fresh",,Früchte/Früchte frisch,Fruits/Fruits frais,Frutta/Frutta fresca,Fruit/Fresh fruit,62,0.2,0.6
1016,"Mangold, gedämpft (ohne Zugabe von Salz)",Krautstiel,"Bette, à la vapeur (sans adjonction de sel)",,"Bietola, al vapore (senza aggiunta di sale)",,"Swiss chard, steamed (without addition of salt)",,Gemüse/Gemüse gekocht (inkl. Konserven),Légumes/Légumes cuits (conserves comprises),Verdure/Verdure cotte (incl. conserve),Vegetables/Cooked vegetables (incl. cans),31,0.3,2.8
450,"Mangold, roh",Krautstiel,"Bette, crue",Côte de bette,"Bietola da coste, cruda",,"Swiss chard, raw",,Gemüse/Gemüse frisch,Légumes/Légumes frais,Verdure/Verdure fresche,Vegetables/Fresh vegetables,23,0.2,2.1
208,Margarine,,Margarine,,Margarina,,Margarine,,Fette und Öle/Fette,Graisses et huiles/Graisses,Grassi e oli/Grassi,Fats and oils/Fats,724,80,0.5
898,Marmorkuchen,Marmorcake,Cake marbré,,Cake marmorizzato,,Marble cake,,"Süssigkeiten/Kuchen, Torten und Cake","Sucreries/Gâteaux, tourtes et cakes","Dolciumi/Dolci, torte e cake",Sweets/Cakes and tarts,357,17.2,7.3
496,Marzipan,,Massepain,,Marzapane,,Marzipan,,Süssigkeiten/Sonstige Süssigkeiten,Sucreries/Autres sucreries,Dolciumi/Altri dolciumi,Sweets/Other sweets,467,17.6,6.1
485,Mascarpone,,Mascarpone,,Mascarpone,,"Soft cheese, Mascarpone",,Milch und Milchprodukte/Frischkäse und Quark,Lait et produits laitiers/Fromage frais et séré,Latte e prodotti di latte/Formaggio fresco e quark,Milk and dairy products/Fresh cheese and curds,453,47,7.6
771,Mayonnaise,,Mayonnaise,,Maionese,,Mayonnaise,,Fette und Öle/Mayonnaisen,Graisses et huiles/Mayonnaises,Grassi e oli/Maionese,Fats and oils/Mayonnaise,742,81.7,1.1
772,"Mayonnaise, kalorienvermindert",,"Mayonnaise, avec valeur énergétique réduite",,"Maionese, a valore energetico ridotto",,"Mayonnaise, low calorie",,Fette und Öle/Mayonnaisen,Graisses et huiles/Mayonnaises,Grassi e oli/Maionese,Fats and oils/Mayonnaise,327,34.5,0.9
1682,"Mayonnaise, selbst zubereitet mit Rapsöl",,"Mayonnaise, préparée à la maison avec de l'huile de colza",,"Maionese, fatta in casa con olio di colza",,"Mayonnaise, home made with rapeseed oil",,Fette und Öle/Mayonnaisen,Graisses et huiles/Mayonnaises,Grassi e oli/Maionese,Fats and oils/Mayonnaise,791,86.7,2.4
1135,Mehl (Durchschnitt),,Farine (moyenne),,Farina (in media),,Flour (average),,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke","Produits céréaliers, légumineuses et pommes de terre/Farines et amidon","Prodotti a base di cereali, legumi e patate/Farine e amidi","Cereal products, pulses and potatoes/Flour and starch",343,1.4,12.4
1136,"Mehl, hell (Durchschnitt)",,Farine claire (moyenne),,Farina bianca (in media),,"Flour, white and semi-white (average)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke","Produits céréaliers, légumineuses et pommes de terre/Farines et amidon","Prodotti a base di cereali, legumi e patate/Farine e amidi","Cereal products, pulses and potatoes/Flour and starch",344,1.3,12.2
1524,"Mehlomeletten mit Champignonfüllung, zubereitet",,"Omelette à la farine aux champignons, préparée",Crêpes,"Omelette tipo crêpes"" ai funghi prataiolo, preparato""",,"Flour omelette filled with mushrooms, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,124,6.3,5.3
1525,"Mehlomeletten mit Gemüsefüllung, zubereitet",,"Omelette à la farine aux légumes, préparée",Crêpes,"Omelette tipo crêpes"" alle verdure, preparato""",,"Flour omelette filled with vegetables, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,137,5.2,5.7
1523,"Mehlomeletten mit Käse, zubereitet",,"Omelette à la farine au fromage, préparée",Crêpes,"Omelette tipo crêpes"" al formaggio, preparato""",,"Flour omelette with cheese, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,196,9,10
1695,"Mehlomeletten mit Nutella, zubereitet",,"Omelette à la farine au Nutella, préparée",Crêpes,"Omelette tipo crêpes"" alla Nutella""",,"Flour omelette with Nutella, prepared",,Gerichte/Sonstige süsse Gerichte,Plats/Autres plats sucrés,Cibi/Altri cibi dolci,Prepared dishes/Other sweet dishes,259,12.4,7.1
1526,"Mehlomeletten mit Schinken, zubereitet",,"Omelette à la farine au jambon, préparée",Crêpes,"Omelette tipo crêpes"" al prosciutto, preparato""",,"Flour omelette with ham, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,157,5.2,9.8
1527,"Mehlomeletten mit Speck, zubereitet",,"Omelette à la farine au lard, préparée",Crêpes,"Omelette tipo crêpes"" al lardo, preparato""",,"Flour omelette with bacon, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,194,9.5,9.3
1694,"Mehlomeletten mit Zimt und Zucker, zubereitet",,"Omelette à la farine au sucre et cannelle, préparée",Crêpes,"Omelette tipo crêpes"" al zucchero con cannella, preparato""",,"Flour omelette with sugar and cinnamon, prepared",,Gerichte/Sonstige süsse Gerichte,Plats/Autres plats sucrés,Cibi/Altri cibi dolci,Prepared dishes/Other sweet dishes,178,5.5,7.1
1522,"Mehlomeletten, zubereitet",,"Omelette à la farine, préparée",Crêpes,"Omelette tipo crêpes"", preparato""",,"Flour omelette, prepared",,Gerichte/Sonstige salzige/rezente Gerichte,Plats/Autres plats salés/épicés,Cibi/Altri cibi salati/saporiti,Prepared dishes/Other savoury dishes,166,5.8,7.5
732,"Melasse, Melassesirup",,"Mélasse, sirop de mélasse",,"Melassa, sciroppo di melassa",,Molasses,,Süssigkeiten/Konfitüren und süsse Brotaufstriche,Sucreries/Confitures et produits à tartiner sucrés,Dolciumi/Confettura e prodotti dolci da spalmare sul pane,Sweets/Jams and sweet sandwich spreads,274,0,1.2
854,Meringue,,Meringue,,Meringa,,"Meringue, biscuit",,Süssigkeiten/Sonstige Süssigkeiten,Sucreries/Autres sucreries,Dolciumi/Altri dolciumi,Sweets/Other sweets,400,0.5,5
761,"Miesmuschel, roh",,"Moule, crue",,"Cozze, crude",,"Molluscs, blue mussel, raw",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",Poisson/Fruits de mer et crustacés,Pesce/Frutti di mare e crostacei,"Fish/Seafood, crustaceans and shellfish",85,2.7,11.7
1194,Milch (Durchschnitt),,Lait (en moyenne),,Latte (in media),,Milk (average),,Milch und Milchprodukte/Milch,Lait et produits laitiers/Lait,Latte e prodotti di latte/Latte,Milk and dairy products/Milk,62,3.4,3.3
1185,"Milchkaffee dunkel, ungezuckert",Schale,"Café au lait (foncé), non sucré",Renversé,"Caffelatte (scuro), non zuccherato",,"Flat white (little milk), no sugar added",,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,Lait et produits laitiers/Boissons lactées et yogourts à boire;Boissons sans alcool/Café,Latte e prodotti di latte/Bevande a base di latte e yogurt;Bevande analcoliche/Caffè,Milk and dairy products/Milk and yoghurt beverages;Non-alcoholic beverages/Coffee,16,0.9,0.8
